filename,true_class,yolo_prediction,yolo_correct,yolo_conf,yolo_bbox,knn_gt_prediction,knn_gt_correct,hybrid_prediction,hybrid_correct,comparison_category
bigdata_bored_engaged_aksan_50_1773299656187_003_jpg.rf.92207d86703dfebc8703f74c5907553d.jpg,bored,bored,True,0.9417137503623962,"247.9,37.1,479.7,357.6",bored,True,bored,True,all_correct
bigdata_bored_engaged_aksan_50_1773299658160_015_jpg.rf.624296902ef02a4f999acc966c303d98.jpg,bored,bored,True,0.952995777130127,"250.3,35.6,480.7,359.5",bored,True,bored,True,all_correct
bigdata_bored_engaged_aksan_50_1773299658160_017_jpg.rf.6749973df3d7d41f4fdfa23cb462df9b.jpg,bored,bored,True,0.9511555433273317,"249.7,35.5,482.0,360.7",bored,True,bored,True,all_correct
bigdata_bored_engaged_aksan_50_1773299658704_021_jpg.rf.cc123dd299fe6df4290aa92518c12178.jpg,bored,bored,True,0.9515529274940492,"249.1,36.3,482.3,359.6",bored,True,bored,True,all_correct
bigdata_bored_engaged_aksan_50_1773299658704_022_jpg.rf.d74a001f244a6d7adc6f8cadc2ae3268.jpg,bored,bored,True,0.950096070766449,"248.8,35.8,481.8,360.8",bored,True,bored,True,all_correct
bigdata_bored_engaged_ansyah_08_1774442989962_000_jpg.rf.0236f0c9f27488f710ab169102bcd926.jpg,bored,bored,True,0.9567028880119324,"323.6,1.8,640.0,478.4",bored,True,bored,True,all_correct
bigdata_bored_engaged_ardiansyah_26_1774441956742_008_jpg.rf.48f1c02f99e5a47fd205de22a3ede725.jpg,bored,bored,True,0.9126171469688416,"177.7,62.5,486.0,480.0",bored,True,bored,True,all_correct
bigdata_bored_engaged_ardiansyah_26_1774441957290_011_jpg.rf.177141180e13d686e68f6a2242cc1696.jpg,bored,bored,True,0.9424656629562378,"184.1,60.8,488.0,480.0",bored,True,bored,True,all_correct
bigdata_bored_engaged_ardiansyah_26_1774441959054_020_jpg.rf.1b1614ed29107dfc8fbefa1a2e65a037.jpg,bored,bored,True,0.9497133493423462,"141.7,66.2,461.5,480.0",bored,True,bored,True,all_correct
bigdata_bored_engaged_arya_31_1773299393144_002_jpg.rf.82e1cc9694f72af5f96862525ea056a7.jpg,bored,bored,True,0.942563533782959,"160.0,120.7,366.1,402.1",bored,True,bored,True,all_correct
bigdata_bored_engaged_arya_31_1773299395953_017_jpg.rf.b4143f8ee9aa1500d409ad7c17dd555d.jpg,bored,bored,True,0.9599709510803224,"148.7,124.9,362.4,413.9",bored,True,bored,True,all_correct
bigdata_bored_engaged_iann_62_1774442872994_005_jpg.rf.e6cbcdaa107b60651f167a09aee963ac.jpg,bored,bored,True,0.9577423930168152,"195.0,0.2,528.3,363.4",bored,True,bored,True,all_correct
bigdata_bored_engaged_iann_62_1774442872994_007_jpg.rf.ad007d9b22f331002d7f0e1f1f5076ce.jpg,bored,bored,True,0.9606906771659852,"196.9,0.0,526.3,361.4",bored,True,bored,True,all_correct
bigdata_bored_engaged_maguru_36_1774443974602_010_jpg.rf.ae9c1dfb20ab61276e6d4ecf157efef5.jpg,bored,bored,True,0.969809889793396,"165.0,23.4,472.6,470.6",bored,True,bored,True,all_correct
