file_a,file_b,class_name,dhash_dist,phash_dist,confidence
bored_1365.jpg,bored_1390.jpg,bored,1,0,high_confidence
bored_1365.jpg,bored_1512.jpg,bored,0,0,high_confidence
bored_1365.jpg,bored_1543.jpg,bored,0,0,high_confidence
bored_1365.jpg,bored_1595.jpg,bored,2,2,high_confidence
bored_1390.jpg,bored_1512.jpg,bored,1,0,high_confidence
bored_1390.jpg,bored_1543.jpg,bored,1,0,high_confidence
bored_1390.jpg,bored_1595.jpg,bored,1,2,high_confidence
bored_1512.jpg,bored_1543.jpg,bored,0,0,high_confidence
bored_1512.jpg,bored_1595.jpg,bored,2,2,high_confidence
bored_1543.jpg,bored_1595.jpg,bored,2,2,high_confidence
bored_1755.jpg,bored_1902.jpg,bored,1,2,high_confidence
bored_2193.jpg,bored_2230.jpg,bored,0,2,high_confidence
bored_2193.jpg,bored_2201.jpg,bored,0,0,high_confidence
bored_2196.jpg,bored_2288.jpg,bored,0,0,high_confidence
bored_2230.jpg,bored_2201.jpg,bored,0,2,high_confidence
bored_4455.jpg,bored_4458.jpg,bored,0,0,high_confidence
bored_4455.jpg,bored_4461.jpg,bored,0,0,high_confidence
bored_4455.jpg,bored_4463.jpg,bored,0,0,high_confidence
bored_4455.jpg,bored_4505.jpg,bored,0,0,high_confidence
bored_4455.jpg,bored_4509.jpg,bored,0,0,high_confidence
bored_4455.jpg,bored_4515.jpg,bored,1,0,high_confidence
bored_4455.jpg,bored_4491.jpg,bored,0,0,high_confidence
bored_4458.jpg,bored_4461.jpg,bored,0,0,high_confidence
bored_4458.jpg,bored_4463.jpg,bored,0,0,high_confidence
bored_4458.jpg,bored_4505.jpg,bored,0,0,high_confidence
bored_4458.jpg,bored_4509.jpg,bored,0,0,high_confidence
bored_4458.jpg,bored_4515.jpg,bored,1,0,high_confidence
bored_4458.jpg,bored_4491.jpg,bored,0,0,high_confidence
bored_4461.jpg,bored_4463.jpg,bored,0,0,high_confidence
bored_4461.jpg,bored_4505.jpg,bored,0,0,high_confidence
bored_4461.jpg,bored_4509.jpg,bored,0,0,high_confidence
bored_4461.jpg,bored_4515.jpg,bored,1,0,high_confidence
bored_4461.jpg,bored_4491.jpg,bored,0,0,high_confidence
bored_4463.jpg,bored_4505.jpg,bored,0,0,high_confidence
bored_4463.jpg,bored_4509.jpg,bored,0,0,high_confidence
bored_4463.jpg,bored_4515.jpg,bored,1,0,high_confidence
bored_4463.jpg,bored_4491.jpg,bored,0,0,high_confidence
bored_4505.jpg,bored_4509.jpg,bored,0,0,high_confidence
bored_4505.jpg,bored_4515.jpg,bored,1,0,high_confidence
bored_4505.jpg,bored_4491.jpg,bored,0,0,high_confidence
bored_4509.jpg,bored_4515.jpg,bored,1,0,high_confidence
bored_4509.jpg,bored_4491.jpg,bored,0,0,high_confidence
bored_4515.jpg,bored_4491.jpg,bored,1,0,high_confidence
bored_4749.jpg,bored_4839.jpg,bored,2,2,high_confidence
bored_4880.jpg,bored_4708.jpg,bored,1,2,high_confidence
bored_5123.jpg,bored_5166.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5171.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5177.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5182.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5188.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5197.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5202.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5207.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5212.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5217.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5543.jpg,bored,0,2,high_confidence
bored_5123.jpg,bored_5553.jpg,bored,0,2,high_confidence
bored_5123.jpg,bored_5596.jpg,bored,0,2,high_confidence
bored_5123.jpg,bored_5606.jpg,bored,0,2,high_confidence
bored_5123.jpg,bored_5193.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5222.jpg,bored,0,0,high_confidence
bored_5123.jpg,bored_5226.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5171.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5177.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5182.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5188.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5197.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5202.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5207.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5212.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5217.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5543.jpg,bored,0,2,high_confidence
bored_5166.jpg,bored_5553.jpg,bored,0,2,high_confidence
bored_5166.jpg,bored_5596.jpg,bored,0,2,high_confidence
bored_5166.jpg,bored_5606.jpg,bored,0,2,high_confidence
bored_5166.jpg,bored_5193.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5222.jpg,bored,0,0,high_confidence
bored_5166.jpg,bored_5226.jpg,bored,0,0,high_confidence
bored_5169.jpg,bored_5306.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5177.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5182.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5188.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5197.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5202.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5207.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5212.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5217.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5543.jpg,bored,0,2,high_confidence
bored_5171.jpg,bored_5553.jpg,bored,0,2,high_confidence
bored_5171.jpg,bored_5596.jpg,bored,0,2,high_confidence
bored_5171.jpg,bored_5606.jpg,bored,0,2,high_confidence
bored_5171.jpg,bored_5193.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5222.jpg,bored,0,0,high_confidence
bored_5171.jpg,bored_5226.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5182.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5188.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5197.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5202.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5207.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5212.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5217.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5543.jpg,bored,0,2,high_confidence
bored_5177.jpg,bored_5553.jpg,bored,0,2,high_confidence
bored_5177.jpg,bored_5596.jpg,bored,0,2,high_confidence
bored_5177.jpg,bored_5606.jpg,bored,0,2,high_confidence
bored_5177.jpg,bored_5193.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5222.jpg,bored,0,0,high_confidence
bored_5177.jpg,bored_5226.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5188.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5197.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5202.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5207.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5212.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5217.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5543.jpg,bored,0,2,high_confidence
bored_5182.jpg,bored_5553.jpg,bored,0,2,high_confidence
bored_5182.jpg,bored_5596.jpg,bored,0,2,high_confidence
bored_5182.jpg,bored_5606.jpg,bored,0,2,high_confidence
bored_5182.jpg,bored_5193.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5222.jpg,bored,0,0,high_confidence
bored_5182.jpg,bored_5226.jpg,bored,0,0,high_confidence
bored_5188.jpg,bored_5197.jpg,bored,0,0,high_confidence
bored_5188.jpg,bored_5202.jpg,bored,0,0,high_confidence
bored_5188.jpg,bored_5207.jpg,bored,0,0,high_confidence
bored_5188.jpg,bored_5212.jpg,bored,0,0,high_confidence
bored_5188.jpg,bored_5217.jpg,bored,0,0,high_confidence
bored_5188.jpg,bored_5543.jpg,bored,0,2,high_confidence
