filename,label_filename,image_rel_path,label_rel_path,subject_id,class_id,class_name,sha256,source,original_filename,original_subset,width,height,file_size,bbox_count,dedup_status
S01_bored_0001.jpg,S01_bored_0001.txt,images/S01_bored_0001.jpg,labels/S01_bored_0001.txt,S01,2,bored,196b1df803244ee9737c995f89ede8f0caaccebd9263e603c5f7b2d45ad13ac2,hard_samples,bored_2196.jpg,train,640,480,67939,1,unique
S01_bored_0002.jpg,S01_bored_0002.txt,images/S01_bored_0002.jpg,labels/S01_bored_0002.txt,S01,2,bored,d2c276cfdce673049ed488ff13f6bc8fd503a02621c3648bb94349b421a010f3,hard_samples,bored_2288.jpg,train,640,480,67906,1,unique
S01_bored_0003.jpg,S01_bored_0003.txt,images/S01_bored_0003.jpg,labels/S01_bored_0003.txt,S01,2,bored,21eda8c89bda44dd923ade8255b0857cf58671110b1ce2155b263c03a7ce24d9,hard_samples,bored_2371.jpg,train,640,480,66968,1,unique
S01_bored_0004.jpg,S01_bored_0004.txt,images/S01_bored_0004.jpg,labels/S01_bored_0004.txt,S01,2,bored,be2bd1958bd3a4ed8e1dfd4f25fbfb326fb43eb6a2bbd81ca6e78882c4c55939,hard_samples,bored_2459.jpg,train,640,480,67139,1,unique
S01_bored_0005.jpg,S01_bored_0005.txt,images/S01_bored_0005.jpg,labels/S01_bored_0005.txt,S01,2,bored,29d06a313fcf4acdedbe1cd9265bc1f3a073403370bfbc479a6e65163b433ce2,hard_samples,bored_4708.jpg,test,640,480,66046,1,unique
S01_bored_0006.jpg,S01_bored_0006.txt,images/S01_bored_0006.jpg,labels/S01_bored_0006.txt,S01,2,bored,6b4f973f024dd75853b15b588dead37296909bf95976929adf1a54c88a4f6360,hard_samples,bored_4880.jpg,train,640,480,65723,1,unique
S01_bored_0007.jpg,S01_bored_0007.txt,images/S01_bored_0007.jpg,labels/S01_bored_0007.txt,S01,2,bored,5e3aa0ea9ebf1bfc36542c3c314f446c38469ebcc91555ede726778803c0a0fe,hard_samples,bored_5123.jpg,train,640,480,69505,1,unique
S01_bored_0008.jpg,S01_bored_0008.txt,images/S01_bored_0008.jpg,labels/S01_bored_0008.txt,S01,2,bored,3744108be913c5cbce0ee902bb1c94e599062b551f7bcdf244359c7b06dbd387,hard_samples,bored_5166.jpg,train,640,480,69316,1,unique
S01_bored_0009.jpg,S01_bored_0009.txt,images/S01_bored_0009.jpg,labels/S01_bored_0009.txt,S01,2,bored,1cd72988a0d3d4e770e1a83eb413cb105ae8ed489fab97598887c1a0f72d8586,hard_samples,bored_5169.jpg,train,640,480,67774,1,unique
S01_bored_0010.jpg,S01_bored_0010.txt,images/S01_bored_0010.jpg,labels/S01_bored_0010.txt,S01,2,bored,b9c40e985a86915216aaa7abf81f7cffe661662af326620000b5b52b97b6c7ec,hard_samples,bored_5171.jpg,train,640,480,69265,1,unique
S01_bored_0011.jpg,S01_bored_0011.txt,images/S01_bored_0011.jpg,labels/S01_bored_0011.txt,S01,2,bored,47928e0dbd6201a9ebaddb912da53c1852054e085bd5df95112c19f65aa7a177,hard_samples,bored_5177.jpg,train,640,480,69182,1,unique
S01_bored_0012.jpg,S01_bored_0012.txt,images/S01_bored_0012.jpg,labels/S01_bored_0012.txt,S01,2,bored,e14c1d5dc7b5eb33faa0389e6542cc731caec404878ee3e088c2fbce4f23f6f8,hard_samples,bored_5182.jpg,train,640,480,69530,1,unique
S01_bored_0013.jpg,S01_bored_0013.txt,images/S01_bored_0013.jpg,labels/S01_bored_0013.txt,S01,2,bored,a186071fcbee902f6ba82d534d190f27d7a91de3eb797125c44c6e40ccfa6dda,hard_samples,bored_5188.jpg,train,640,480,69496,1,unique
S01_bored_0014.jpg,S01_bored_0014.txt,images/S01_bored_0014.jpg,labels/S01_bored_0014.txt,S01,2,bored,cd2898984085daad1cc36fc80959bf2c22e40b3cfea710ee5c678726911a3682,hard_samples,bored_5193.jpg,val,640,480,69365,1,unique
S01_bored_0015.jpg,S01_bored_0015.txt,images/S01_bored_0015.jpg,labels/S01_bored_0015.txt,S01,2,bored,92e10f87c78b8f0a08d45498de006a25ed50df81870f33643c7c0644d2ec7112,hard_samples,bored_5197.jpg,train,640,480,69369,1,unique
S01_bored_0016.jpg,S01_bored_0016.txt,images/S01_bored_0016.jpg,labels/S01_bored_0016.txt,S01,2,bored,a3fa9124d08e588807e46a0b85ab207f09700bacb15d2833055bf7f51a86b705,hard_samples,bored_5202.jpg,train,640,480,69424,1,unique
S01_bored_0017.jpg,S01_bored_0017.txt,images/S01_bored_0017.jpg,labels/S01_bored_0017.txt,S01,2,bored,1e73acbea73de5d9cb6cd2938a65fb8352b254d6d664d19d9503c020b0e26aff,hard_samples,bored_5207.jpg,train,640,480,69388,1,unique
S01_bored_0018.jpg,S01_bored_0018.txt,images/S01_bored_0018.jpg,labels/S01_bored_0018.txt,S01,2,bored,8025c43ca8aba9ae277a62621fdba49a736340c45462b8ebb34ee2bec54b20a7,hard_samples,bored_5212.jpg,train,640,480,69460,1,unique
S01_bored_0019.jpg,S01_bored_0019.txt,images/S01_bored_0019.jpg,labels/S01_bored_0019.txt,S01,2,bored,23c31973e8f2d88e2d9bd0d09387495ed38bb397cad4cbefc9712a844f7eea2d,hard_samples,bored_5217.jpg,train,640,480,69436,1,unique
S01_bored_0020.jpg,S01_bored_0020.txt,images/S01_bored_0020.jpg,labels/S01_bored_0020.txt,S01,2,bored,39c33aff3919f241545ffd9e7c90c1080781abcf9e2709f9a9b7b7a9ce78b847,hard_samples,bored_5222.jpg,test,640,480,69156,1,unique
S01_bored_0021.jpg,S01_bored_0021.txt,images/S01_bored_0021.jpg,labels/S01_bored_0021.txt,S01,2,bored,46c2df729ed5ae4f77be47969b6bd70b4fdcc8eb48f588e6ba5de7a52201b122,hard_samples,bored_5226.jpg,test,640,480,69306,1,unique
S01_bored_0022.jpg,S01_bored_0022.txt,images/S01_bored_0022.jpg,labels/S01_bored_0022.txt,S01,2,bored,e395d16623f90e274a87c35ee4c2aebca25d57dbf50a39dab25c8322953353eb,hard_samples,bored_5306.jpg,train,640,480,67675,1,unique
S01_bored_0023.jpg,S01_bored_0023.txt,images/S01_bored_0023.jpg,labels/S01_bored_0023.txt,S01,2,bored,9d6fc2eda896231445d2c54a441426957c6e77dc99fae89b7dd30c47e0cb0fdc,hard_samples,bored_5543.jpg,train,640,480,68454,1,unique
S01_bored_0024.jpg,S01_bored_0024.txt,images/S01_bored_0024.jpg,labels/S01_bored_0024.txt,S01,2,bored,8050254e2d07ec7207b4e3650549a2b8a4cada80a54d91e660dd0e1509c096a2,hard_samples,bored_5553.jpg,train,640,480,68811,1,unique
S01_bored_0025.jpg,S01_bored_0025.txt,images/S01_bored_0025.jpg,labels/S01_bored_0025.txt,S01,2,bored,7e416e698134a8cee63a81f589f50a23b568145d0e3579e841567185e6852464,hard_samples,bored_5596.jpg,train,640,480,68479,1,unique
S01_bored_0026.jpg,S01_bored_0026.txt,images/S01_bored_0026.jpg,labels/S01_bored_0026.txt,S01,2,bored,99fdb41a92c734042413c9b697dbcdb6c24165814cd1273dc8fc490c0b4c7a8f,hard_samples,bored_5606.jpg,train,640,480,68449,1,unique
S01_bored_0027.jpg,S01_bored_0027.txt,images/S01_bored_0027.jpg,labels/S01_bored_0027.txt,S01,2,bored,1a45dcdcf7a9f2c84649be10b297725aa2fb5ecb5f61c5e047032fd405fbdc17,hard_samples,bored_5685.jpg,test,640,480,70166,1,unique
S01_bored_0028.jpg,S01_bored_0028.txt,images/S01_bored_0028.jpg,labels/S01_bored_0028.txt,S01,2,bored,c2909fcd993b6573bbb441b8d32fd6715dad2a9270e7d9e2b1a2c0909d28e5a2,hard_samples,bored_5695.jpg,val,640,480,70710,1,unique
S01_bored_0029.jpg,S01_bored_0029.txt,images/S01_bored_0029.jpg,labels/S01_bored_0029.txt,S01,2,bored,727c8ee75bbf187c9f646d444e8dd25d7cf26898f2ee72afddb4b5b8fda65cff,hard_samples,bored_5700.jpg,train,640,480,70721,1,unique
S01_bored_0030.jpg,S01_bored_0030.txt,images/S01_bored_0030.jpg,labels/S01_bored_0030.txt,S01,2,bored,f7e7efe01ad272f83b72638fccef3be12c8887948ff53fcb785cd21e2cadce2c,hard_samples,bored_5706.jpg,train,640,480,70898,1,unique
S01_bored_0031.jpg,S01_bored_0031.txt,images/S01_bored_0031.jpg,labels/S01_bored_0031.txt,S01,2,bored,1a905c66e5bd6bf4ab0906fe64fb6409b83201eb80f5e06ff363c8f630970af4,hard_samples,bored_5867.jpg,train,640,480,69866,1,unique
