final_filename,original_filename,subject_id,source,assigned_split,class_id,class_name,sha256,original_subset,image_width,image_height,label_filename
P01_bored_0001.jpg,bigdata_bored_engaged_aksan_50_1773299656187_000_jpg.rf.76deb964c8d4ce0fbc2572aa7a0c922c.jpg,P01,public,train,2,bored,cc9a419f8712be8af9edd99d7fd463b70d32eb4f588d523b0c021768217f8052,train,640,480,P01_bored_0001.txt
P01_bored_0002.jpg,bigdata_bored_engaged_aksan_50_1773299656187_001_jpg.rf.1a92d3626a58e7c958d6ceb74af9a9c8.jpg,P01,public,train,2,bored,d364c0fae983c28fe0b62715669d265f2e370b9c17aabcd8c8cf6f28aacc9c8c,train,640,480,P01_bored_0002.txt
P01_bored_0003.jpg,bigdata_bored_engaged_aksan_50_1773299656187_002_jpg.rf.41a8999ef946b19b9a7fc651def15057.jpg,P01,public,train,2,bored,f690de6653989541d6505752d9b050e3e8ecd3d9895a47f3ed28955a46c61f2c,train,640,480,P01_bored_0003.txt
P01_bored_0004.jpg,bigdata_bored_engaged_aksan_50_1773299656187_003_jpg.rf.92207d86703dfebc8703f74c5907553d.jpg,P01,public,train,2,bored,ad4838d1b67c9385f82e4c4944610c8b3cc594fd62cadb1f7929edb63508ee2d,test,640,480,P01_bored_0004.txt
P01_bored_0005.jpg,bigdata_bored_engaged_aksan_50_1773299656187_004_jpg.rf.b63937d094e51efd21110663c579e9ca.jpg,P01,public,train,2,bored,43f4c070dc2b1b0167fa8f8e38c514a0d73d86115bc98bb9c816bc1290d9de98,train,640,480,P01_bored_0005.txt
P01_bored_0006.jpg,bigdata_bored_engaged_aksan_50_1773299657013_005_jpg.rf.c49d42fd97e03dfbda5a47730b275ea6.jpg,P01,public,train,2,bored,7ac73db3b8ee84fcc3497a8d28595254fcabd26e120472564baf4f7c53bf58d7,train,640,480,P01_bored_0006.txt
P01_bored_0007.jpg,bigdata_bored_engaged_aksan_50_1773299657014_006_jpg.rf.ecfe30fd9c8af54ff0c81e3635597630.jpg,P01,public,train,2,bored,1da70962a5db9d14667781bec7c96ced5411393d1edf7d17c25f3839c92efe02,train,640,480,P01_bored_0007.txt
P01_bored_0008.jpg,bigdata_bored_engaged_aksan_50_1773299657014_007_jpg.rf.21630569bfb63155b70f6a88e4e0ca38.jpg,P01,public,train,2,bored,28291d4e44c8eba9df23ea6603cb0392b591329d5d6e61419e8a5e7641c23f1e,train,640,480,P01_bored_0008.txt
P01_bored_0009.jpg,bigdata_bored_engaged_aksan_50_1773299657014_008_jpg.rf.6b94288f95cb4a7b2528abb99511eec1.jpg,P01,public,train,2,bored,29a2cdc62fc3fd7dc6f1ca32da7ed4e69eb15aa7f94060792e11fd1f6710b771,val,640,480,P01_bored_0009.txt
P01_bored_0010.jpg,bigdata_bored_engaged_aksan_50_1773299657014_009_jpg.rf.8d1746255038f23d338e8848b210653f.jpg,P01,public,train,2,bored,2e281863fe77dd4f195609c3948cd203c099f82fa54bc5c0f0fc199574a12551,train,640,480,P01_bored_0010.txt
P01_bored_0011.jpg,bigdata_bored_engaged_aksan_50_1773299657617_010_jpg.rf.c118475abb38fac1be2a3d3f9e8fd8ed.jpg,P01,public,train,2,bored,0018146a98e69e392d41db7342843db1c29bb99ccb49c0ebcadac1db806c1a1e,train,640,480,P01_bored_0011.txt
P01_bored_0012.jpg,bigdata_bored_engaged_aksan_50_1773299657617_011_jpg.rf.e67df58d8fbf15c5e32b2646f677f763.jpg,P01,public,train,2,bored,c960e5f56fcc374b0829339c7fb4d19d9349204fd875508a9a32c5310b328fcf,train,640,480,P01_bored_0012.txt
P01_bored_0013.jpg,bigdata_bored_engaged_aksan_50_1773299657617_012_jpg.rf.be163418b1707bb5fb12b8a0918edf73.jpg,P01,public,train,2,bored,74276d5846ef19fa6c74ac7144bb7328e90074d6bcb05d4fa92ec16d3f2e33cc,train,640,480,P01_bored_0013.txt
P01_bored_0014.jpg,bigdata_bored_engaged_aksan_50_1773299657618_013_jpg.rf.98458d259287e231fe9a20b33114ce0a.jpg,P01,public,train,2,bored,db97b5ac4d64c71624045285fb2cfa8476c0480db86d1991ed593b76265000db,train,640,480,P01_bored_0014.txt
P01_bored_0015.jpg,bigdata_bored_engaged_aksan_50_1773299657618_014_jpg.rf.5e835fdcc120e663ad22fd9bb0344739.jpg,P01,public,train,2,bored,fb2a9f6ec32d4aeccced5cb94eb7023f93c942cb960e8286b277b40d1ce48ac7,train,640,480,P01_bored_0015.txt
P01_bored_0016.jpg,bigdata_bored_engaged_aksan_50_1773299658160_015_jpg.rf.624296902ef02a4f999acc966c303d98.jpg,P01,public,train,2,bored,7de46e302d65d6a8a26baf1dc4e8d4590e476f278de17e0c501bf59cc1cd6ef0,test,640,480,P01_bored_0016.txt
P01_bored_0017.jpg,bigdata_bored_engaged_aksan_50_1773299658160_016_jpg.rf.ea32d34acdc3414abe5f655d5d0b4edc.jpg,P01,public,train,2,bored,89840577231bc65dda0d2d92bceaafc929a5fd237c57a200448f003a5c1530ec,train,640,480,P01_bored_0017.txt
P01_bored_0018.jpg,bigdata_bored_engaged_aksan_50_1773299658160_017_jpg.rf.6749973df3d7d41f4fdfa23cb462df9b.jpg,P01,public,train,2,bored,14f9d48711a892fb9ab9c23edc0e2f1ccae7f89ea2f765d908dd97c4605b3f7f,test,640,480,P01_bored_0018.txt
P01_bored_0019.jpg,bigdata_bored_engaged_aksan_50_1773299658160_018_jpg.rf.013dc48e1e6d5343f0ca2c30d29aa6e4.jpg,P01,public,train,2,bored,ebb66e5fe1a9436abe3a71055bbc246491a57c1d4c05567a80fb5aa014e0d19a,train,640,480,P01_bored_0019.txt
P01_bored_0020.jpg,bigdata_bored_engaged_aksan_50_1773299658160_019_jpg.rf.d4414c866dd79f55240d54800525bd53.jpg,P01,public,train,2,bored,572de1823dce6bc963bc47c20b97e7c7cff1c027e4c348c807edbf0f5d2ef34b,train,640,480,P01_bored_0020.txt
P01_bored_0021.jpg,bigdata_bored_engaged_aksan_50_1773299658704_020_jpg.rf.d5a2de0c6e5ee34eeb0ab564ed003aa6.jpg,P01,public,train,2,bored,aca6f726e5eeb36cbf387b5e3aa269e275885918166acc8d4a44e925fbd5330e,train,640,480,P01_bored_0021.txt
P01_bored_0022.jpg,bigdata_bored_engaged_aksan_50_1773299658704_021_jpg.rf.cc123dd299fe6df4290aa92518c12178.jpg,P01,public,train,2,bored,41e256599c7010663f64ad7297bfdf9011169d5922908a83ecc41349cd95ea28,test,640,480,P01_bored_0022.txt
P01_bored_0023.jpg,bigdata_bored_engaged_aksan_50_1773299658704_022_jpg.rf.d74a001f244a6d7adc6f8cadc2ae3268.jpg,P01,public,train,2,bored,e2811fc39769b6950c9f5bb7cd1e10075b461166ecc3a329dcc40d2a7b8389c3,test,640,480,P01_bored_0023.txt
P01_bored_0024.jpg,bigdata_bored_engaged_aksan_50_1773299658704_023_jpg.rf.6b38a5e39cc51e24568bf7f5290baf80.jpg,P01,public,train,2,bored,0962a405d10094f5b66f8b60e2d2538a9a19ba13f1c30a4ccce93cd65819b18e,train,640,480,P01_bored_0024.txt
P01_confused_0001.jpg,bigdata_confused_engaged_aksan_50_1773299626820_000_jpg.rf.c84f6c29c8a447939d6cc9063f9d9160.jpg,P01,public,train,1,confused,b7bae47ba7689545dc5484a582012eb393a17ec3450839104ba4dc1e40bf4910,train,640,480,P01_confused_0001.txt
P01_confused_0002.jpg,bigdata_confused_engaged_aksan_50_1773299626821_001_jpg.rf.e01527f92a8b2b8afb23157034f4e932.jpg,P01,public,train,1,confused,7678c8591971faf8affd40d2f97b5de8d026ebf02b09bde39fb1b2284b5f21f7,test,640,480,P01_confused_0002.txt
P01_confused_0003.jpg,bigdata_confused_engaged_aksan_50_1773299626821_002_jpg.rf.3c1cf00c34105a0ff4e901e20fc06259.jpg,P01,public,train,1,confused,a556bdec3e390661f7d996af866b833a779ef9ecc9a99640ed8f727d517d4c98,train,640,480,P01_confused_0003.txt
P01_confused_0004.jpg,bigdata_confused_engaged_aksan_50_1773299626821_003_jpg.rf.2220594ff00200bf24d1d511f1e41b85.jpg,P01,public,train,1,confused,68df1964129cbf0d47f8394b92da225a3237275eda585f4c3f98a9f4f9ab4930,train,640,480,P01_confused_0004.txt
P01_confused_0005.jpg,bigdata_confused_engaged_aksan_50_1773299626821_004_jpg.rf.bce7905609b045b73f2eb7522687aa27.jpg,P01,public,train,1,confused,df8358895d7bd9fb41d5685ff4f0001649b04655a53ef6dbc8cfe68d8858d28d,train,640,480,P01_confused_0005.txt
P01_confused_0006.jpg,bigdata_confused_engaged_aksan_50_1773299627557_005_jpg.rf.3f59da468dc0c336bbf61f3fae66c306.jpg,P01,public,train,1,confused,ce21866e53ff4d8cbcbde09676bd9c575b4844e734e5f82b9981e38c78fbba41,test,640,480,P01_confused_0006.txt
P01_confused_0007.jpg,bigdata_confused_engaged_aksan_50_1773299627558_006_jpg.rf.8cba2a9dedc620199f5165696e5a21eb.jpg,P01,public,train,1,confused,629dffc07877ecfa413cc70301c86e00fa38b7d721f31f3c1ead41367c0d106f,train,640,480,P01_confused_0007.txt
P01_confused_0008.jpg,bigdata_confused_engaged_aksan_50_1773299627558_007_jpg.rf.9b03f8e604418b77891f3519e64512c4.jpg,P01,public,train,1,confused,6bbbfb84927b474e2267d515acfab4abe0197c8e6cedb55c8199e24cfc93a70d,train,640,480,P01_confused_0008.txt
P01_confused_0009.jpg,bigdata_confused_engaged_aksan_50_1773299627558_008_jpg.rf.cc037245e492e3ff2a8d9cb78575d180.jpg,P01,public,train,1,confused,fad7f5f6c0f34b1b5ece36e1027481fd4ba30566f2754dcf23dcb2cd563f5452,train,640,480,P01_confused_0009.txt
P01_confused_0010.jpg,bigdata_confused_engaged_aksan_50_1773299627558_009_jpg.rf.dfb633949dcac15cf11f6ededcaaf7e2.jpg,P01,public,train,1,confused,44966b0543aed201b54103a3aefb46f319ab35dcca8f9dd2b24c47618b8e6283,train,640,480,P01_confused_0010.txt
P01_confused_0011.jpg,bigdata_confused_engaged_aksan_50_1773299628168_010_jpg.rf.0bb3fdba73f1af8dce18f7c680b22add.jpg,P01,public,train,1,confused,aec0b71a7b697abb06418ed5d4861d3e9fa0b53c8945acf835e09b7c5bf5ca1e,train,640,480,P01_confused_0011.txt
P01_confused_0012.jpg,bigdata_confused_engaged_aksan_50_1773299628168_011_jpg.rf.f26abec4d8b8d3138e54dff02330d542.jpg,P01,public,train,1,confused,5515c6a5a2243b36b8abcc28429dcf8b4b8e676104ec8ce85710254230d9b6d1,train,640,480,P01_confused_0012.txt
P01_engaged_0001.jpg,bigdata_engaged_aksan_50_1773299595088_000_jpg.rf.99d591a0afa6fc843fdea7d63859f828.jpg,P01,public,train,0,engaged,7530775241b23aa71c6074f8501027268e76e9044b63e1f78e897ec0e278f641,train,640,480,P01_engaged_0001.txt
P01_engaged_0002.jpg,bigdata_engaged_aksan_50_1773299595089_001_jpg.rf.13bfdedf2feebe69a527e7b796ad713e.jpg,P01,public,train,0,engaged,39aa08af7fe657b4b5fcb803f6ce1ebd2f90a3c04c857a0b7b5f7a2e7aaf20fa,train,640,480,P01_engaged_0002.txt
P01_engaged_0003.jpg,bigdata_engaged_aksan_50_1773299595089_002_jpg.rf.3c1fc523e2b12207f7bc8bb71c31bf96.jpg,P01,public,train,0,engaged,18d04a27578ca79a691252d2e183f4dbd5c5aa4e88ce463b8865fb7e14fe3197,train,640,480,P01_engaged_0003.txt
P01_engaged_0004.jpg,bigdata_engaged_aksan_50_1773299595089_003_jpg.rf.ea5555c6cbfc47e3adde6b3f04babc3c.jpg,P01,public,train,0,engaged,aee4065d2fff329da7d06d5d4ec3404727a93f3dfcdd9d112ba2070431b00a34,train,640,480,P01_engaged_0004.txt
P01_engaged_0005.jpg,bigdata_engaged_aksan_50_1773299595089_004_jpg.rf.2fb99293fb772581c278a804ae65cf16.jpg,P01,public,train,0,engaged,71aaecd8d586987ccb92b9447b1944e6c8a5c787fbd6afa217b225cbefb31cab,train,640,480,P01_engaged_0005.txt
P01_engaged_0006.jpg,bigdata_engaged_aksan_50_1773299596388_005_jpg.rf.42df5e76376a22e7b3fed837e1063510.jpg,P01,public,train,0,engaged,182a1a71a694b5e66fd4479ec9f7946337a413b61b96d7653999c09c22f3611b,train,640,480,P01_engaged_0006.txt
P01_engaged_0007.jpg,bigdata_engaged_aksan_50_1773299596392_006_jpg.rf.2d3e67d7009fd18c12b18b84d46289ad.jpg,P01,public,train,0,engaged,03d8696949e4ce178d724f01fa445e0876347ec2d6d4b9d40b331e6da076b13f,train,640,480,P01_engaged_0007.txt
P01_engaged_0008.jpg,bigdata_engaged_aksan_50_1773299596392_007_jpg.rf.97e7e692bf47af9401d5dd873805dae3.jpg,P01,public,train,0,engaged,084601276ecdd7a36bd22cf95af84692b881640930b20be47230398282953ca7,val,640,480,P01_engaged_0008.txt
P01_engaged_0009.jpg,bigdata_engaged_aksan_50_1773299596392_008_jpg.rf.f493415fe476dedf1f4ec437402640eb.jpg,P01,public,train,0,engaged,75f7d984a4dd655685e3d39cecbe647ac0f109b7911b23084527c4c246066b4f,train,640,480,P01_engaged_0009.txt
P01_engaged_0010.jpg,bigdata_engaged_aksan_50_1773299596393_009_jpg.rf.e0d0377b7d5aa2825f8b79274b2fe38c.jpg,P01,public,train,0,engaged,1792c465cdc07933306f49ddcbb4ed8472b54d09f7f15ea984453c2e8b11cc39,train,640,480,P01_engaged_0010.txt
P01_engaged_0011.jpg,bigdata_engaged_aksan_50_1773299597324_010_jpg.rf.ee7b327d4bb76f7030c8503137bc2d35.jpg,P01,public,train,0,engaged,35c2153a08ca140bebe79544d41606b9eca13f559e2b1a2331d639185fd01ae8,train,640,480,P01_engaged_0011.txt
P01_engaged_0012.jpg,bigdata_engaged_aksan_50_1773299597324_011_jpg.rf.5a3e4ad75fdd124f170603be7666c516.jpg,P01,public,train,0,engaged,261c39f39f229e0bcd10f062791f60d044bcf1f805b1df9f6471a18421735efd,val,640,480,P01_engaged_0012.txt
P01_engaged_0013.jpg,bigdata_engaged_aksan_50_1773299597324_012_jpg.rf.e25d0c4a83d3472e3f6c1af74e79f4c4.jpg,P01,public,train,0,engaged,a6ae7addb9c9723d8dfe1673bb3372c4597b05bcce8341d5259f335158dd2319,train,640,480,P01_engaged_0013.txt
P01_engaged_0014.jpg,bigdata_engaged_aksan_50_1773299597324_013_jpg.rf.0c508146be595e14db0361f237dc1764.jpg,P01,public,train,0,engaged,29f027dcc1d9a235a6992ba31103db7fbdcf4a671700f053324e8088c9196be1,train,640,480,P01_engaged_0014.txt
P01_engaged_0015.jpg,bigdata_engaged_aksan_50_1773299597324_014_jpg.rf.74fc993d32f680ed09281ca64b88770e.jpg,P01,public,train,0,engaged,a42bec8a6d64ea316a63181ed67f9d5abb741a31583cc213412f750f39adc153,train,640,480,P01_engaged_0015.txt
P01_engaged_0016.jpg,bigdata_engaged_aksan_50_1773299598115_015_jpg.rf.b9ffa9a19f6af55dde5cabbb3fd535c5.jpg,P01,public,train,0,engaged,f53067d44d7d4b979a30bdeccd5f4611b59dd16d9b819d74d21c722800d5923e,test,640,480,P01_engaged_0016.txt
P01_engaged_0017.jpg,bigdata_engaged_aksan_50_1773299598115_016_jpg.rf.108dba4fa5a5a9a977e53b6a9619c872.jpg,P01,public,train,0,engaged,58029c398f9d3c6bad8474afe4cbd6b266010c1ce5b63119b5de70fdfa4cc8a0,train,640,480,P01_engaged_0017.txt
P01_engaged_0018.jpg,bigdata_engaged_aksan_50_1773299598115_017_jpg.rf.107be64a729adc57e6383c3a67df377f.jpg,P01,public,train,0,engaged,8cf43ca1f54a13211bb7db2f3c83124e482a05591ce12b92e3aa57b794748d21,test,640,480,P01_engaged_0018.txt
P01_engaged_0019.jpg,bigdata_engaged_aksan_50_1773299598115_018_jpg.rf.7041970cca9265060863ac86626e6aae.jpg,P01,public,train,0,engaged,6df3ee4e5900a0c58cd50d348874ad44b4cd06827b5c321f59f6bb2c83f3fd98,train,640,480,P01_engaged_0019.txt
P01_engaged_0020.jpg,bigdata_engaged_aksan_50_1773299598115_019_jpg.rf.cd1a6e210fcaefdc93290531a8a62d83.jpg,P01,public,train,0,engaged,e47663cca3c6bea583b94ff3a1abddcbb849921c5edd2e7464517879ded9babb,train,640,480,P01_engaged_0020.txt
P01_engaged_0021.jpg,bigdata_engaged_aksan_50_1773299598680_020_jpg.rf.ad98b806c2e297d8c3ec28969a8d1c45.jpg,P01,public,train,0,engaged,51f1dc8e0df3fead0cf521b96d0c72928bec2d0ba0e0acea001452d78c83d1e9,train,640,480,P01_engaged_0021.txt
P01_engaged_0022.jpg,bigdata_engaged_aksan_50_1773299598680_021_jpg.rf.30d9935016b12895ed2f5131eece7152.jpg,P01,public,train,0,engaged,2090524741c841821165a5b20800106e059bd2435145013d81d63bd9c014958b,test,640,480,P01_engaged_0022.txt
P01_engaged_0023.jpg,bigdata_engaged_aksan_50_1773299598680_022_jpg.rf.1d7c53e11449154200fcb40586b3a359.jpg,P01,public,train,0,engaged,258bd3f90343d0feb5a0d27994354df3a1c96e6c4f51fe8f3ab8c4c46a75f11e,train,640,480,P01_engaged_0023.txt
P01_engaged_0024.jpg,bigdata_engaged_aksan_50_1773299598680_023_jpg.rf.83b6f5e20e560fba6d22d918f6fd35ff.jpg,P01,public,train,0,engaged,3a70ff9bc4bf394582e1eed88fec0cd09153668ebf60b03be32cf123d272e566,train,640,480,P01_engaged_0024.txt
P01_frustrated_0001.jpg,bigdata_frustrated_engaged_aksan_50_1773299672908_000_jpg.rf.d2c793ff4c313f4da230a6d259bcaab9.jpg,P01,public,train,3,frustrated,6db7b1032499412a48f4b442b81d352961ba6ecbe5c0c653b0cf19d88a56b078,train,640,480,P01_frustrated_0001.txt
P01_frustrated_0002.jpg,bigdata_frustrated_engaged_aksan_50_1773299672908_001_jpg.rf.a99c856ab55453a2fb63c1a5ecbb73e1.jpg,P01,public,train,3,frustrated,03d70084b26b8466fd7e8cf0f704121b7ac664353c0d81c9a7ba2d4f9f0e243a,train,640,480,P01_frustrated_0002.txt
P01_frustrated_0003.jpg,bigdata_frustrated_engaged_aksan_50_1773299672908_002_jpg.rf.b6935a11ac082ed28a040035974ba357.jpg,P01,public,train,3,frustrated,2418ad7e15d877dc3d65745ad78f4aef11bf7bb01db92007dacc2d483ee18d02,train,640,480,P01_frustrated_0003.txt
